,path_img,img_no,branch,Path_folder_web,camera_angle,gender,category,work_by,status,clip_from,split,path_img_28,path_img_28_train,img_28_train
98321,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_0_11400_11476_yes/11400.jpg,1,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_0_11400_11476_yes/,ch7,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_0_11400_11476_yes/11400.jpg,/media/SSD/BearHouse-Person-Data/train/1221_11400.jpg,1221_11400.jpg
98374,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_5175_5251_yes/5175.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_5175_5251_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_5175_5251_yes/5175.jpg,/media/SSD/BearHouse-Person-Data/train/1222_5175.jpg,1222_5175.jpg
98449,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_2_11775_11851_yes/11784.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_2_11775_11851_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_2_11775_11851_yes/11784.jpg,/media/SSD/BearHouse-Person-Data/train/1223_11784.jpg,1223_11784.jpg
98485,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_7_6125_6251_yes/6189.jpg,1,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_7_6125_6251_yes/,kku2,Women,Working,Frist,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_7_6125_6251_yes/6189.jpg,/media/SSD/BearHouse-Person-Data/train/1224_6189.jpg,1224_6189.jpg
98546,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_1_7250_7376_yes/7250.jpg,1,kku2,BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_1_7250_7376_yes/,camera17,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177/IP Camera17_kku2_kku2_20230605182249_20230605185959_2181806177_0_677//yes/person_1_7250_7376_yes/7250.jpg,/media/SSD/BearHouse-Person-Data/train/1225_7250.jpg,1225_7250.jpg
98671,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_1_6900_6976_yes/6914.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_1_6900_6976_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_8025_8860//yes/person_1_6900_6976_yes/6914.jpg,/media/SSD/BearHouse-Person-Data/train/1226_6914.jpg,1226_6914.jpg
98732,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_1_10300_10401_yes/10300.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_1_10300_10401_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_1_10300_10401_yes/10300.jpg,/media/SSD/BearHouse-Person-Data/train/1227_10300.jpg,1227_10300.jpg
98832,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_35_40250_40376_yes/40309.jpg,1,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_35_40250_40376_yes/,kku2,Women,Working,Tung,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_35_40250_40376_yes/40309.jpg,/media/SSD/BearHouse-Person-Data/train/1228_40309.jpg,1228_40309.jpg
98885,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_29400_29501_yes/29422.jpg,1,kku2,BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_29400_29501_yes/,camera18_Complex,Women,Working,Tung,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_29400_29501_yes/29422.jpg,/media/SSD/BearHouse-Person-Data/train/1229_29422.jpg,1229_29422.jpg
98923,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_15525_15601_yes/15530.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_15525_15601_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_0_15525_15601_yes/15530.jpg,/media/SSD/BearHouse-Person-Data/train/1230_15530.jpg,1230_15530.jpg
98993,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_1_10050_10126_yes/10074.jpg,1,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_1_10050_10126_yes/,ch7,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_4870_5750//yes/person_1_10050_10126_yes/10074.jpg,/media/SSD/BearHouse-Person-Data/train/1231_10074.jpg,1231_10074.jpg
99044,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_12000_12101_yes/12000.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_12000_12101_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_12000_12101_yes/12000.jpg,/media/SSD/BearHouse-Person-Data/train/1232_12000.jpg,1232_12000.jpg
99144,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_7_1800_1876_yes/1819.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_7_1800_1876_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_7_1800_1876_yes/1819.jpg,/media/SSD/BearHouse-Person-Data/train/1233_1819.jpg,1233_1819.jpg
99186,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_23700_23776_yes/23702.jpg,1,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_23700_23776_yes/,ch7,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_23700_23776_yes/23702.jpg,/media/SSD/BearHouse-Person-Data/train/1234_23702.jpg,1234_23702.jpg
99220,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_8000_8101_yes/8050.jpg,1,kku2,BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_8000_8101_yes/,camera18_Complex,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_1_8000_8101_yes/8050.jpg,/media/SSD/BearHouse-Person-Data/train/1235_8050.jpg,1235_8050.jpg
99266,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_9_1625_1751_yes/1670.jpg,1,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_9_1625_1751_yes/,kku2,Women,Working,Frist,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909/IP Camera16_kku2_kku2_20230615084546_20230615091438_19714671909_25_1665//yes/person_9_1625_1751_yes/1670.jpg,/media/SSD/BearHouse-Person-Data/train/1236_1670.jpg,1236_1670.jpg
99316,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_2_21150_21226_yes/21157.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_2_21150_21226_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_2_21150_21226_yes/21157.jpg,/media/SSD/BearHouse-Person-Data/train/1237_21157.jpg,1237_21157.jpg
99376,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_1_18500_18626_yes/18500.jpg,1,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_1_18500_18626_yes/,kku2,Women,Working,Tung,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_1_18500_18626_yes/18500.jpg,/media/SSD/BearHouse-Person-Data/train/1238_18500.jpg,1238_18500.jpg
99501,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_7750_7876_yes/7797.jpg,1,Camera16,BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_7750_7876_yes/,kku2,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633/IP Camera16_kku2_kku2_20230615080926_20230615084546_19451742633_220_2065//yes/person_6_7750_7876_yes/7797.jpg,/media/SSD/BearHouse-Person-Data/train/1239_7797.jpg,1239_7797.jpg
99579,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_14175_14251_yes/14215.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_14175_14251_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_14175_14251_yes/14215.jpg,/media/SSD/BearHouse-Person-Data/train/1240_14215.jpg,1240_14215.jpg
99614,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_10400_10501_yes/10400.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_10400_10501_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_10400_10501_yes/10400.jpg,/media/SSD/BearHouse-Person-Data/train/1241_10400.jpg,1241_10400.jpg
99714,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_0_975_1051_yes/1000.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_0_975_1051_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_0_975_1051_yes/1000.jpg,/media/SSD/BearHouse-Person-Data/train/1242_1000.jpg,1242_1000.jpg
99789,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_21500_21626_yes/21500.jpg,1,kku2,BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_21500_21626_yes/,camera16,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_0_21500_21626_yes/21500.jpg,/media/SSD/BearHouse-Person-Data/train/1243_21500.jpg,1243_21500.jpg
99914,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch4_20230310130001_20230310185922-044/CCON_ch4_20230310130001_20230310185922-044_14100_16635//yes/person_2_13875_13951_yes/13916.jpg,1,CCON,BearHouse-Person/CCON_ch4_20230310130001_20230310185922-044/CCON_ch4_20230310130001_20230310185922-044_14100_16635//yes/person_2_13875_13951_yes/,ch4,Women,Working,Tung,,Bear-House,train,/media/SSD/BearHouse-Person/CCON_ch4_20230310130001_20230310185922-044/CCON_ch4_20230310130001_20230310185922-044_14100_16635//yes/person_2_13875_13951_yes/13916.jpg,/media/SSD/BearHouse-Person-Data/train/1244_13916.jpg,1244_13916.jpg
99948,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_4500_4576_yes/4544.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_4500_4576_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_4_4500_4576_yes/4544.jpg,/media/SSD/BearHouse-Person-Data/train/1245_4544.jpg,1245_4544.jpg
99979,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_1_20700_20776_yes/20707.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_1_20700_20776_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_10225_11820//yes/person_1_20700_20776_yes/20707.jpg,/media/SSD/BearHouse-Person-Data/train/1246_20707.jpg,1246_20707.jpg
100039,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_5_6825_6901_yes/6839.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_5_6825_6901_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_12320_12865//yes/person_5_6825_6901_yes/6839.jpg,/media/SSD/BearHouse-Person-Data/train/1247_6839.jpg,1247_6839.jpg
100070,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_5_33250_33376_yes/33277.jpg,1,kku2,BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_5_33250_33376_yes/,camera16,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104/IP Camera16_kku2_kku2_20230605173234_20230605181015_4239883104_15_1447//yes/person_5_33250_33376_yes/33277.jpg,/media/SSD/BearHouse-Person-Data/train/1248_33277.jpg,1248_33277.jpg
100134,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_1_5000_5126_yes/5000.jpg,1,kku2,BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_1_5000_5126_yes/,camera17,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463/IP Camera17_kku2_kku2_20230605170505_20230605182249_1991813463_4010_4664//yes/person_1_5000_5126_yes/5000.jpg,/media/SSD/BearHouse-Person-Data/train/1249_5000.jpg,1249_5000.jpg
100255,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_7700_7801_yes/7700.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_7700_7801_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_7700_7801_yes/7700.jpg,/media/SSD/BearHouse-Person-Data/train/1250_7700.jpg,1250_7700.jpg
100355,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_1620_2160//yes/person_1_4800_4901_yes/4800.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_1620_2160//yes/person_1_4800_4901_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_1620_2160//yes/person_1_4800_4901_yes/4800.jpg,/media/SSD/BearHouse-Person-Data/train/1251_4800.jpg,1251_4800.jpg
100455,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8900_9001_yes/8900.jpg,1,mega,BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8900_9001_yes/,ch3,Women,Working,Yoke,,Bear-House,train,/media/SSD/BearHouse-Person/mega_ch3_20230310115956_20230310200020-012/mega_ch3_20230310115956_20230310200020-012_450_1345//yes/person_0_8900_9001_yes/8900.jpg,/media/SSD/BearHouse-Person-Data/train/1252_8900.jpg,1252_8900.jpg
100555,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_3600_3676_yes/3600.jpg,1,CCON,BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_3600_3676_yes/,ch7,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/CCON_ch7_20230310130001_20230310184948-042/CCON_ch7_20230310130001_20230310184948-042_9050_10800//yes/person_0_3600_3676_yes/3600.jpg,/media/SSD/BearHouse-Person-Data/train/1253_3600.jpg,1253_3600.jpg
100630,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_16155_16600//yes/person_6_1875_1951_yes/1913.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_16155_16600//yes/person_6_1875_1951_yes/,ch3,Women,Working,Frist,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_16155_16600//yes/person_6_1875_1951_yes/1913.jpg,/media/SSD/BearHouse-Person-Data/train/1254_1913.jpg,1254_1913.jpg
100667,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_0_30000_30101_yes/30002.jpg,1,kku2,BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_0_30000_30101_yes/,camera18_Complex,Women,Working,Tung,,Bear-House,train,/media/SSD/BearHouse-Person/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422/IP Camera18_Complex_Complex_20230606112617_20230606115925_5345751422_0_1560//yes/person_0_30000_30101_yes/30002.jpg,/media/SSD/BearHouse-Person-Data/train/1255_30002.jpg,1255_30002.jpg
100765,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_0_7275_7351_yes/7284.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_0_7275_7351_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_0_7275_7351_yes/7284.jpg,/media/SSD/BearHouse-Person-Data/train/1256_7284.jpg,1256_7284.jpg
100800,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_3_4950_5026_yes/4992.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_3_4950_5026_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_1770_2355//yes/person_3_4950_5026_yes/4992.jpg,/media/SSD/BearHouse-Person-Data/train/1257_4992.jpg,1257_4992.jpg
100833,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_2_7950_8026_yes/7957.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_2_7950_8026_yes/,ch3,Women,Working,Nat,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_13980_14990//yes/person_2_7950_8026_yes/7957.jpg,/media/SSD/BearHouse-Person-Data/train/1258_7957.jpg,1258_7957.jpg
100901,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_15135_16020//yes/person_0_675_751_yes/676.jpg,1,Fashion,BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_15135_16020//yes/person_0_675_751_yes/,ch3,Women,Working,Frist,,Bear-House,train,/media/SSD/BearHouse-Person/Fashion_ch3_20230310145957_20230310200337/Fashion_ch3_20230310145957_20230310200337_15135_16020//yes/person_0_675_751_yes/676.jpg,/media/SSD/BearHouse-Person-Data/train/1259_676.jpg,1259_676.jpg
